pathway,reactome_id,n_genes,n_in_network,n_edges,density,mean_loeuf,loeuf_variance,insularity,root_category,super_pathway,log_density,predicted_loeuf,residual,regime
RAB geranylgeranylation,R-HSA-8873719,65,64,289,0.143353174603175,0.806,0.207634983606557,0.0592516658124039,Metabolism of proteins,Other,-0.84359268501694,0.677370148991237,0.128629851008764,Equilibrium
RAC1 GTPase cycle,R-HSA-9013149,184,180,700,0.0434512725015518,0.525077777777778,0.111854351458721,0.0496630010642072,Signal Transduction,Signal Transduction,-1.36199750040496,0.744385792652919,-0.219308014875142,Equilibrium
RAC2 GTPase cycle,R-HSA-9013404,88,86,375,0.102599179206566,0.531294117647059,0.123994019607843,0.0381582294581531,Signal Transduction,Signal Transduction,-0.98885611356616,0.69614875959778,-0.164854641950722,Equilibrium
RAC3 GTPase cycle,R-HSA-9013423,94,92,399,0.0953177257525084,0.558241758241758,0.161635496459096,0.0427629816194202,Signal Transduction,Signal Transduction,-1.02082632831592,0.700281638876407,-0.142039880634649,Equilibrium
RAF activation,R-HSA-5673000,34,33,141,0.267045454545455,0.410939393939394,0.0659781837121212,0.0231052847193773,Signal Transduction,Signal Transduction,-0.573414809878432,0.642443497717751,-0.231504103778357,Equilibrium
RAF-independent MAPK1/3 activation,R-HSA-112409,23,23,44,0.173913043478261,0.517913043478261,0.108426992094862,0.0223067173637516,Signal Transduction,Signal Transduction,-0.759667844689631,0.666520949626588,-0.148607906148327,Equilibrium
RAF/MAP kinase cascade,R-HSA-5673001,265,263,1901,0.0551766174208342,0.542272030651341,0.160955952637784,0.0700480866665439,Signal Transduction,Signal Transduction,-1.25824492728008,0.730973406689036,-0.188701376037695,Equilibrium
RAS processing,R-HSA-9648002,24,24,27,0.0978260869565217,0.66695652173913,0.111544134387352,0.0074792243767313,Signal Transduction,Signal Transduction,-1.00954531790623,0.698823311038164,-0.0318667892990335,Equilibrium
RET signaling,R-HSA-8853659,41,41,117,0.142682926829268,0.5475,0.144695435897436,0.0355029585798817,Developmental Biology,Other,-0.845627990637555,0.67763325865412,-0.13013325865412,Equilibrium
RHO GTPase Effectors,R-HSA-195258,292,258,2693,0.0812294513317045,0.60095719844358,0.170985713004621,0.0739104182676474,Signal Transduction,Signal Transduction,-1.09028648021903,0.709260947421489,-0.108303748977909,Equilibrium
RHO GTPases Activate Formins,R-HSA-5663220,140,134,823,0.0923577600718213,0.646804511278195,0.169018188767373,0.0485603021005428,Signal Transduction,Signal Transduction,-1.03452660845564,0.702052712494274,-0.0552482012160782,Equilibrium
RHO GTPases Activate NADPH Oxidases,R-HSA-5668599,24,24,39,0.141304347826087,0.763958333333333,0.257777172101449,0.0153121319199058,Signal Transduction,Signal Transduction,-0.849844475038718,0.678178335412178,0.0857799979211555,Equilibrium
RHO GTPases Activate ROCKs,R-HSA-5627117,19,19,48,0.280701754385965,0.547315789473684,0.190391783625731,0.0149439601494396,Signal Transduction,Signal Transduction,-0.551754873016567,0.639643456963148,-0.0923276674894633,Equilibrium
RHO GTPases Activate WASPs and WAVEs,R-HSA-5663213,36,36,215,0.341269841269841,0.3965,0.0506129428571429,0.0439987721272895,Signal Transduction,Signal Transduction,-0.466902089537976,0.628674299786151,-0.232174299786151,Equilibrium
RHO GTPases activate CIT,R-HSA-5625900,19,19,74,0.432748538011696,0.559157894736842,0.181684695906433,0.0136594370096908,Signal Transduction,Signal Transduction,-0.363764390661178,0.615341400339914,-0.0561835056030718,Equilibrium
RHO GTPases activate IQGAPs,R-HSA-5626467,32,31,121,0.260215053763441,0.6648,0.192065751724138,0.0179631828978622,Signal Transduction,Signal Transduction,-0.584667582573504,0.64389817518747,0.0209018248125296,Equilibrium
RHO GTPases activate KTN1,R-HSA-5625970,11,11,24,0.436363636363636,0.545909090909091,0.107460290909091,0.0082930200414651,Signal Transduction,Signal Transduction,-0.360151447782638,0.614874345086315,-0.0689652541772236,Equilibrium
RHO GTPases activate PAKs,R-HSA-5627123,21,21,70,0.333333333333333,0.449333333333333,0.159592733333333,0.0183968462549277,Signal Transduction,Signal Transduction,-0.477121254719662,0.629995359915238,-0.180662026581904,Equilibrium
RHO GTPases activate PKNs,R-HSA-5625740,62,34,124,0.221033868092692,0.589529411764706,0.194071711229947,0.0147111163839127,Signal Transduction,Signal Transduction,-0.655541176093926,0.653060203292538,-0.0635307915278325,Equilibrium
RHOA GTPase cycle,R-HSA-8980692,149,144,472,0.0458430458430458,0.558566433566434,0.108202585344233,0.0329954561342188,Signal Transduction,Signal Transduction,-1.33872653526224,0.741377489756465,-0.182811056190031,Equilibrium
RHOB GTPase cycle,R-HSA-9013026,70,68,180,0.0790166812993854,0.513941176470588,0.0908708920105355,0.0227574435805045,Signal Transduction,Signal Transduction,-1.10228121463978,0.71081154036333,-0.196870363892742,Equilibrium
RHOBTB GTPase Cycle,R-HSA-9706574,35,35,144,0.242016806722689,0.338628571428571,0.041761887394958,0.0175716900549115,Signal Transduction,Signal Transduction,-0.6161544736333,0.647968573857857,-0.309340002429286,Equilibrium
RHOBTB1 GTPase cycle,R-HSA-9013422,23,23,57,0.225296442687747,0.305826086956522,0.0286236956521739,0.0108674928503337,Signal Transduction,Signal Transduction,-0.647245665503327,0.651987819384771,-0.346161732428249,Equilibrium
RHOBTB2 GTPase cycle,R-HSA-9013418,23,23,88,0.347826086956522,0.365652173913044,0.0426396007905138,0.0132122213047069,Signal Transduction,Signal Transduction,-0.458637849025649,0.627605958249057,-0.261953784336013,Equilibrium
RHOBTB3 ATPase cycle,R-HSA-9706019,10,10,14,0.311111111111111,0.5882,0.0973119555555556,0.00533536585365854,Signal Transduction,Signal Transduction,-0.507084478097106,0.633868789793228,-0.0456687897932282,Equilibrium
RHOC GTPase cycle,R-HSA-9013106,74,70,273,0.11304347826087,0.5274,0.0985516347826087,0.0291573213713553,Signal Transduction,Signal Transduction,-0.946754488046775,0.690706164448904,-0.163306164448904,Equilibrium
RHOD GTPase cycle,R-HSA-9013405,53,52,193,0.145550527903469,0.604274509803922,0.175429083137255,0.0271257905832748,Signal Transduction,Signal Transduction,-0.836986215060981,0.676516112100976,-0.0722416022970541,Equilibrium
RHOF GTPase cycle,R-HSA-9035034,42,42,135,0.156794425087108,0.556857142857143,0.120330418118467,0.022626330344423,Signal Transduction,Signal Transduction,-0.804669382958649,0.672338424625555,-0.115481281768412,Equilibrium
RHOG GTPase cycle,R-HSA-9013408,74,72,328,0.128325508607199,0.597042253521127,0.123025812474849,0.0345244987105942,Signal Transduction,Signal Transduction,-0.891687005774683,0.683587436652115,-0.0865451831309877,Equilibrium
RHOH GTPase cycle,R-HSA-9013407,37,35,95,0.159663865546218,0.605085714285714,0.136380668907563,0.0177719577214479,Signal Transduction,Signal Transduction,-0.796793360439702,0.671320269116706,-0.0662345548309919,Equilibrium
RHOJ GTPase cycle,R-HSA-9013409,55,54,236,0.16491963661775,0.526,0.138172679245283,0.0330300909727082,Signal Transduction,Signal Transduction,-0.78272763078967,0.669501952816225,-0.143501952816225,Equilibrium
RHOQ GTPase cycle,R-HSA-9013406,59,59,245,0.143191116306254,0.581271186440678,0.158800649327878,0.0316578369298359,Signal Transduction,Signal Transduction,-0.844083925176568,0.677433652983701,-0.096162466543023,Equilibrium
RHOU GTPase cycle,R-HSA-9013420,40,40,175,0.224358974358974,0.4137,0.0643788307692308,0.0276614241681815,Signal Transduction,Signal Transduction,-0.649056554004186,0.652221918017504,-0.238521918017504,Equilibrium
RHOV GTPase cycle,R-HSA-9013424,37,37,123,0.184684684684685,0.452540540540541,0.0632535885885886,0.0244241461477363,Signal Transduction,Signal Transduction,-0.733569117730903,0.663147094033482,-0.210606553492942,Equilibrium
RIP-mediated NFkB activation via ZBP1,R-HSA-1810476,17,17,44,0.323529411764706,0.66425,0.273003133333333,0.0225236754543128,Immune System,Immune System,-0.49008623188403,0.631671378856302,0.0325786211436983,Equilibrium
RIPK1-mediated regulated necrosis,R-HSA-5213460,34,31,147,0.316129032258065,0.669903225806452,0.159176156989247,0.0219370243247277,Programmed Cell Death,Other,-0.500135618141778,0.632970491187972,0.0369327346184796,Equilibrium
RMTs methylate histone arginines,R-HSA-3214858,48,30,155,0.35632183908046,0.4245,0.167444879310345,0.0331657216219108,Chromatin organization,Other,-0.448157558784346,0.626251141751536,-0.201751141751536,Topology-Amplified
RNA Pol II CTD phosphorylation and interaction with CE,R-HSA-77075,27,27,179,0.50997150997151,0.961925925925926,0.259632686609687,0.072264836495761,Gene expression (Transcription),Other,-0.292454085485931,0.60612291729505,0.355803008630876,Equilibrium
RNA Pol II CTD phosphorylation and interaction with CE during HIV infection,R-HSA-167160,27,27,179,0.50997150997151,0.961925925925926,0.259632686609687,0.072264836495761,Disease,Other,-0.292454085485931,0.60612291729505,0.355803008630876,Equilibrium
RNA Polymerase I Promoter Clearance,R-HSA-73854,79,47,263,0.243293246993525,0.741595744680851,0.264749854764107,0.0409689228133032,Gene expression (Transcription),Other,-0.613869945463553,0.647673246497435,0.0939224981834165,Equilibrium
RNA Polymerase I Promoter Escape,R-HSA-73772,59,28,135,0.357142857142857,0.998964285714286,0.24411010978836,0.0564027574681429,Gene expression (Transcription),Other,-0.447158031342219,0.626121930037247,0.372842355677039,Equilibrium
RNA Polymerase I Promoter Opening,R-HSA-73728,31,3,1,0.333333333333333,0.398666666666667,0.0881373333333333,0.00279329608938548,Gene expression (Transcription),Other,-0.477121254719662,0.629995359915238,-0.231328693248571,Equilibrium
RNA Polymerase I Transcription,R-HSA-73864,81,47,263,0.243293246993525,0.741595744680851,0.264749854764107,0.0409689228133032,Gene expression (Transcription),Other,-0.613869945463553,0.647673246497435,0.0939224981834165,Equilibrium
RNA Polymerase I Transcription Initiation,R-HSA-73762,48,44,243,0.256871035940803,0.751159090909091,0.281501160147992,0.0414357575240856,Gene expression (Transcription),Other,-0.590284862803481,0.644624336748987,0.106534754160104,Equilibrium
RNA Polymerase I Transcription Termination,R-HSA-73863,33,27,122,0.347578347578348,1.02203703703704,0.244129344729345,0.0575879159782865,Gene expression (Transcription),Other,-0.458947285791076,0.627645960007127,0.39439107702991,Equilibrium
RNA Polymerase II HIV Promoter Escape,R-HSA-167162,48,48,387,0.343085106382979,0.841145833333333,0.295413276152482,0.107934737135685,Disease,Other,-0.464598134628412,0.628376461076616,0.212769372256718,Equilibrium
RNA Polymerase II Pre-transcription Events,R-HSA-674695,82,77,663,0.226589200273411,0.684116883116883,0.266849973000684,0.101663727670015,Gene expression (Transcription),Other,-0.644760793384519,0.651666593000455,0.032450290116428,Equilibrium
RNA Polymerase II Promoter Escape,R-HSA-73776,48,48,387,0.343085106382979,0.841145833333333,0.295413276152482,0.107934737135685,Gene expression (Transcription),Other,-0.464598134628412,0.628376461076616,0.212769372256718,Equilibrium
RNA Polymerase II Transcription Elongation,R-HSA-75955,58,53,405,0.293904208998549,0.698716981132075,0.261165245283019,0.0793806350450804,Gene expression (Transcription),Other,-0.531794194356938,0.637063084079655,0.0616538970524201,Equilibrium
RNA Polymerase II Transcription Initiation,R-HSA-75953,48,48,387,0.343085106382979,0.841145833333333,0.295413276152482,0.107934737135685,Gene expression (Transcription),Other,-0.464598134628412,0.628376461076616,0.212769372256718,Equilibrium
RNA Polymerase II Transcription Initiation And Promoter Clearance,R-HSA-76042,48,48,387,0.343085106382979,0.841145833333333,0.295413276152482,0.107934737135685,Gene expression (Transcription),Other,-0.464598134628412,0.628376461076616,0.212769372256718,Equilibrium
RNA Polymerase II Transcription Pre-Initiation And Promoter Opening,R-HSA-73779,48,48,387,0.343085106382979,0.841145833333333,0.295413276152482,0.107934737135685,Gene expression (Transcription),Other,-0.464598134628412,0.628376461076616,0.212769372256718,Equilibrium
RNA Polymerase II Transcription Termination,R-HSA-73856,67,67,534,0.241519674355495,0.473388059701493,0.130149816824966,0.0627865961199295,Gene expression (Transcription),Other,-0.617047485550157,0.648084016011613,-0.17469595631012,Equilibrium
RNA Polymerase III Abortive And Retractive Initiation,R-HSA-749476,41,41,261,0.318292682926829,0.944292682926829,0.257746962195122,0.0701047542304593,Gene expression (Transcription),Other,-0.497173345045436,0.632587549841055,0.311705133085774,Equilibrium
